date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:59	41859/41859	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-a383%22	https://themewagon.github.io/coffee1/index.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/index.html	(from )
14:31:00	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22672c11f8-239b%22	https://themewagon.github.io/robots.txt		(from )
14:31:00	9467/9467	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-24fb%22	https://themewagon.github.io/coffee1/css/open-iconic-bootstrap.min.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/open-iconic-bootstrap.min.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:01	73641/73641	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-11fa9%22	https://themewagon.github.io/coffee1/css/animate.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/animate.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:01	3440/3440	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-d70%22	https://themewagon.github.io/coffee1/css/owl.carousel.min.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/owl.carousel.min.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:01	965/965	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-3c5%22	https://themewagon.github.io/coffee1/css/owl.theme.default.min.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/owl.theme.default.min.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:02	6950/6950	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-1b26%22	https://themewagon.github.io/coffee1/css/magnific-popup.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/magnific-popup.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:02	25983/25983	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-657f%22	https://themewagon.github.io/coffee1/css/aos.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/aos.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:03	46816/46816	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-b6e0%22	https://themewagon.github.io/coffee1/css/ionicons.min.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/ionicons.min.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:03	17945/17945	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-4619%22	https://themewagon.github.io/coffee1/css/bootstrap-datepicker.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/bootstrap-datepicker.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:03	1588/1588	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-634%22	https://themewagon.github.io/coffee1/css/jquery.timepicker.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/jquery.timepicker.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:04	1279/1279	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-4ff%22	https://themewagon.github.io/coffee1/css/flaticon.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/flaticon.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:04	79875/79875	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-13803%22	https://themewagon.github.io/coffee1/css/icomoon.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/icomoon.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:05	249627/249627	---M-Z	200	added ('OK')	text/css	etag:W/%2263a00727-3cf1b%22	https://themewagon.github.io/coffee1/css/style.css	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/css/style.css	(from https://themewagon.github.io/coffee1/index.html)
14:31:05	35129/35129	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-8939%22	https://themewagon.github.io/coffee1/menu.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/menu.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:05	11173/11173	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-2ba5%22	https://themewagon.github.io/coffee1/services.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/services.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:06	14832/14832	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-39f0%22	https://themewagon.github.io/coffee1/blog.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/blog.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:06	18336/18336	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-47a0%22	https://themewagon.github.io/coffee1/about.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/about.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:06	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/coffee1/room.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/room.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:07	26348/26348	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-66ec%22	https://themewagon.github.io/coffee1/shop.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/shop.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:07	15496/15496	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-3c88%22	https://themewagon.github.io/coffee1/product-single.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/product-single.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:08	20325/20325	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-4f65%22	https://themewagon.github.io/coffee1/checkout.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/checkout.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:08	11476/11476	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-2cd4%22	https://themewagon.github.io/coffee1/contact.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/contact.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:08	15099/15099	---M-Z	200	added ('OK')	text/html	etag:W/%2263a00727-3afb%22	https://themewagon.github.io/coffee1/cart.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/cart.html	(from https://themewagon.github.io/coffee1/index.html)
14:31:09	197887/197887	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-304ff%22	https://themewagon.github.io/coffee1/images/bg_1.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/bg_1.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:09	167282/167282	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-28d72%22	https://themewagon.github.io/coffee1/images/bg_2.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/bg_2.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:10	248191/248191	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-3c97f%22	https://themewagon.github.io/coffee1/images/bg_3.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/bg_3.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:10	150891/150891	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-24d6b%22	https://themewagon.github.io/coffee1/images/about.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/about.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:10	171411/171411	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-29d93%22	https://themewagon.github.io/coffee1/images/menu-1.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/menu-1.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:10	131294/131294	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-200de%22	https://themewagon.github.io/coffee1/images/menu-2.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/menu-2.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:11	72042/72042	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-1196a%22	https://themewagon.github.io/coffee1/images/menu-3.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/menu-3.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:11	64689/64689	---M--	200	added ('OK')	image/jpeg	etag:%2263a00727-fcb1%22	https://themewagon.github.io/coffee1/images/menu-4.jpg	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/images/menu-4.jpg	(from https://themewagon.github.io/coffee1/index.html)
14:31:11	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/coffee1/gallery.html	C:/Users/123/Desktop/cefe/themewagon.github.io/coffee1/gallery.html	(from https://themewagon.github.io/coffee1/index.html)
